ts,heatpump_cop_gs,heatpump_cop_as,pv_availability_factor,wind_availability_factor
6851,6.62,4.37,0.665,0.028
6852,6.62,4.37,0.657,0.044
6853,6.62,4.37,0.597,0.07
6854,6.62,4.37,0.486,0.106
6855,6.62,4.37,0.316,0.146
6856,6.62,4.37,0.112,0.195
6857,5.76,4.01,0,0.282
6858,5.76,4.02,0,0.327
6859,5.77,4.02,0,0.34
6860,5.77,4.02,0,0.353
6861,5.76,4.02,0,0.381
6862,5.75,4,0,0.398
6863,5.3,3.83,0,0.38
6864,5.31,3.84,0,0.336
6865,5.3,3.83,0,0.268
6866,5.31,3.84,0,0.191
6867,5.32,3.85,0,0.118
6868,5.31,3.84,0,0.064
6869,5.32,3.85,0,0.035
6870,5.32,3.85,0.004,0.025
6871,5.32,3.85,0.138,0.024
6872,5.31,3.84,0.334,0.025
6873,5.31,3.84,0.492,0.028
6874,5.31,3.84,0.61,0.039
6875,6.67,4.4,0.654,0.085
6876,6.67,4.4,0.622,0.182
6877,6.67,4.4,0.548,0.281
6878,6.67,4.4,0.415,0.358
6879,6.67,4.4,0.283,0.422
6880,6.67,4.41,0.119,0.477
6881,6.02,4.13,0,0.588
6882,6.02,4.13,0,0.597
6883,6.02,4.13,0,0.564
6884,6.02,4.13,0,0.561
6885,6.01,4.13,0,0.564
6886,6.01,4.12,0,0.571
6887,5.7,3.99,0,0.586
6888,5.69,3.98,0,0.594
6889,5.7,3.99,0,0.599
6890,5.7,3.99,0,0.595
6891,5.71,4,0,0.583
6892,5.72,4.01,0,0.556
6893,5.65,3.98,0,0.506
6894,5.65,3.98,0.002,0.436
6895,5.65,3.98,0.087,0.339
6896,5.64,3.97,0.274,0.328
6897,5.64,3.97,0.427,0.406
6898,5.63,3.96,0.537,0.552
6899,6.89,4.53,0.599,0.688
6900,6.89,4.53,0.58,0.778
6901,6.89,4.53,0.49,0.816
6902,6.89,4.53,0.374,0.822
6903,6.89,4.53,0.25,0.806
6904,6.89,4.53,0.107,0.831
6905,6.22,4.21,0,0.852
6906,6.23,4.21,0,0.783
6907,6.23,4.21,0,0.73
6908,6.23,4.22,0,0.675
6909,6.22,4.21,0,0.636
6910,6.22,4.2,0,0.606
6911,5.9,4.06,0,0.577
6912,5.9,4.06,0,0.546
6913,5.9,4.07,0,0.507
6914,5.9,4.07,0,0.476
6915,5.91,4.08,0,0.467
6916,5.91,4.08,0,0.491
6917,5.79,4.04,0,0.585
6918,5.78,4.04,0,0.539
6919,5.78,4.03,0.022,0.425
6920,5.78,4.03,0.069,0.408
6921,5.77,4.02,0.161,0.522
6922,5.77,4.02,0.323,0.511
6923,6.12,4.16,0.413,0.434
6924,6.12,4.16,0.465,0.338
6925,6.12,4.15,0.513,0.264
6926,6.12,4.15,0.478,0.221
6927,6.12,4.15,0.325,0.18
6928,6.12,4.16,0.129,0.101
6929,5.83,4.04,0,0.041
6930,5.84,4.05,0,0.034
6931,5.84,4.05,0,0.071
6932,5.84,4.05,0,0.136
6933,5.84,4.05,0,0.207
6934,5.82,4.03,0,0.234
6935,5.51,3.92,0,0.22
6936,5.51,3.92,0,0.193
6937,5.51,3.92,0,0.182
6938,5.51,3.92,0,0.184
6939,5.52,3.92,0,0.192
6940,5.51,3.92,0,0.193
6941,5.44,3.9,0,0.193
6942,5.44,3.9,0.002,0.182
6943,5.44,3.9,0.099,0.122
6944,5.44,3.89,0.287,0.07
6945,5.44,3.89,0.459,0.141
6946,5.44,3.89,0.615,0.196
6947,6.78,4.44,0.656,0.22
6948,6.78,4.44,0.618,0.215
6949,6.78,4.44,0.568,0.204
6950,6.78,4.45,0.491,0.219
6951,6.78,4.45,0.331,0.26
6952,6.78,4.45,0.123,0.352
6953,6.02,4.11,0,0.52
6954,6.02,4.12,0,0.559
6955,6.02,4.12,0,0.522
6956,6.02,4.12,0,0.459
6957,6.02,4.11,0,0.41
6958,6.01,4.11,0,0.344
6959,5.72,3.95,0,0.284
6960,5.72,3.95,0,0.244
6961,5.72,3.95,0,0.193
6962,5.73,3.96,0,0.127
6963,5.75,3.97,0,0.071
6964,5.75,3.98,0,0.061
6965,5.77,3.99,0,0.087
6966,5.77,3.99,0,0.117
6967,5.76,3.99,0.083,0.114
6968,5.75,3.98,0.256,0.09
6969,5.75,3.97,0.389,0.062
6970,5.74,3.97,0.457,0.035
6971,6.85,4.46,0.506,0.017
6972,6.85,4.46,0.576,0.007
6973,6.85,4.46,0.544,0.001
6974,6.85,4.46,0.444,0.002
6975,6.85,4.46,0.279,0.011
6976,6.85,4.46,0.102,0.042
6977,6.06,4.11,0,0.088
6978,6.06,4.12,0,0.116
6979,6.06,4.12,0,0.135
6980,6.07,4.12,0,0.138
6981,6.06,4.12,0,0.117
6982,6.05,4.1,0,0.054
6983,5.46,3.88,0,0.008
6984,5.46,3.88,0,0.006
6985,5.46,3.88,0,0.018
6986,5.46,3.88,0,0.025
6987,5.47,3.89,0,0.02
6988,5.47,3.89,0,0.018
6989,5.37,3.85,0,0.019
6990,5.37,3.85,0,0.015
6991,5.36,3.85,0.032,0.01
6992,5.36,3.85,0.091,0.009
6993,5.36,3.84,0.196,0.05
6994,5.36,3.84,0.369,0.095
6995,6.91,4.52,0.468,0.134
6996,6.91,4.52,0.518,0.148
6997,6.91,4.52,0.534,0.122
6998,6.91,4.52,0.389,0.063
6999,6.91,4.52,0.192,0.022
7000,6.91,4.52,0.052,0.018
7001,6.19,4.17,0,0.038
7002,6.19,4.17,0,0.036
7003,6.19,4.17,0,0.05
7004,6.2,4.17,0,0.07
7005,6.19,4.17,0,0.087
7006,6.19,4.16,0,0.089
7007,5.68,3.97,0,0.072
7008,5.68,3.96,0,0.062
7009,5.68,3.97,0,0.072
7010,5.68,3.97,0,0.094
7011,5.69,3.98,0,0.095
7012,5.69,3.98,0,0.075
7013,5.61,3.95,0,0.061
7014,5.61,3.96,0,0.056
7015,5.61,3.95,0.044,0.047
7016,5.61,3.95,0.165,0.035
7017,5.61,3.95,0.348,0.021
7018,5.61,3.95,0.477,0.014
7019,6.99,4.6,0.586,0.036
7020,6.99,4.6,0.629,0.087
7021,6.99,4.6,0.571,0.145
7022,6.99,4.6,0.461,0.214
7023,6.99,4.6,0.3,0.256
7024,6.99,4.6,0.105,0.37
7025,6.5,4.29,0,0.495
7026,6.5,4.3,0,0.521
7027,6.5,4.3,0,0.498
7028,6.5,4.3,0,0.424
7029,6.5,4.3,0,0.366
7030,6.5,4.29,0,0.324
7031,6.24,4.17,0,0.276
7032,6.23,4.16,0,0.223
7033,6.24,4.17,0,0.187
7034,6.24,4.17,0,0.16
7035,6.24,4.18,0,0.144
7036,6.25,4.18,0,0.137
7037,6.02,4.09,0,0.126
7038,6.02,4.09,0,0.11
7039,6.02,4.09,0.112,0.083
7040,6.02,4.08,0.315,0.027
7041,6.01,4.08,0.478,0.002
7042,6.01,4.08,0.581,0.001
7043,7.15,4.6,0.626,0.003
7044,7.15,4.61,0.619,0.011
7045,7.15,4.6,0.566,0.02
7046,7.15,4.6,0.457,0.025
7047,7.15,4.6,0.294,0.03
7048,7.15,4.6,0.101,0.06
7049,6.62,4.32,0,0.085
7050,6.62,4.33,0,0.08
7051,6.63,4.34,0,0.065
7052,6.63,4.34,0,0.052
7053,6.63,4.34,0,0.043
7054,6.61,4.32,0,0.038
7055,6.07,4.1,0,0.049
7056,6.07,4.09,0,0.076
7057,6.07,4.1,0,0.108
7058,6.07,4.1,0,0.125
7059,6.08,4.1,0,0.131
7060,6.08,4.11,0,0.132
7061,6,4.09,0,0.131
7062,6,4.09,0,0.122
7063,6,4.08,0.093,0.094
7064,5.99,4.08,0.282,0.066
7065,5.99,4.08,0.435,0.06
7066,5.99,4.07,0.544,0.037
7067,7.02,4.61,0.618,0.02
7068,7.02,4.61,0.617,0.009
7069,7.02,4.61,0.561,0.002
7070,7.02,4.61,0.454,0.002
7071,7.02,4.61,0.293,0.005
7072,7.02,4.61,0.097,0.014
7073,6.72,4.36,0,0.036
7074,6.72,4.37,0,0.041
7075,6.72,4.37,0,0.028
7076,6.72,4.37,0,0.016
7077,6.72,4.37,0,0.011
7078,6.72,4.36,0,0.008
7079,6.41,4.21,0,0.009
7080,6.41,4.2,0,0.014
7081,6.41,4.21,0,0.026
7082,6.41,4.21,0,0.044
7083,6.41,4.21,0,0.072
7084,6.42,4.22,0,0.114
7085,6.37,4.2,0,0.162
7086,6.37,4.2,0,0.201
7087,6.37,4.2,0.102,0.219
7088,6.37,4.2,0.302,0.166
7089,6.37,4.2,0.474,0.231
7090,6.36,4.19,0.582,0.329
7091,7.07,4.55,0.631,0.44
7092,7.07,4.55,0.626,0.522
7093,7.07,4.54,0.568,0.568
7094,7.07,4.55,0.443,0.583
7095,7.07,4.54,0.2,0.513
7096,7.07,4.54,0.045,0.578
7097,6.82,4.41,0,0.682
7098,6.83,4.42,0,0.678
7099,6.83,4.42,0,0.649
7100,6.83,4.42,0,0.626
7101,6.83,4.42,0,0.597
7102,6.82,4.41,0,0.562
7103,6.62,4.28,0,0.542
7104,6.61,4.27,0,0.544
7105,6.62,4.28,0,0.547
7106,6.62,4.28,0,0.547
7107,6.63,4.29,0,0.544
7108,6.63,4.29,0,0.55
7109,6.47,4.21,0,0.547
7110,6.46,4.21,0,0.535
7111,6.46,4.2,0.098,0.484
7112,6.46,4.2,0.334,0.364
7113,6.45,4.19,0.506,0.352
7114,6.44,4.19,0.605,0.518
7115,6.96,4.47,0.647,0.672
7116,6.96,4.47,0.64,0.724
7117,6.96,4.47,0.586,0.739
7118,6.96,4.47,0.481,0.692
7119,6.96,4.47,0.322,0.598
7120,6.96,4.47,0.107,0.664
7121,6.54,4.24,0,0.724
7122,6.55,4.25,0,0.695
7123,6.55,4.25,0,0.622
7124,6.56,4.26,0,0.548
7125,6.55,4.25,0,0.459
7126,6.54,4.24,0,0.341
7127,6.19,4.1,0,0.223
7128,6.19,4.1,0,0.185
7129,6.19,4.1,0,0.223
7130,6.19,4.1,0,0.264
7131,6.2,4.11,0,0.296
7132,6.2,4.11,0,0.353
7133,6.1,4.08,0,0.447
7134,6.1,4.08,0,0.508
7135,6.1,4.07,0.057,0.479
7136,6.1,4.07,0.202,0.494
7137,6.09,4.07,0.371,0.516
7138,6.09,4.06,0.439,0.481
7139,7,4.53,0.43,0.407
7140,7,4.53,0.401,0.315
7141,7,4.53,0.343,0.255
7142,7,4.53,0.235,0.247
7143,7,4.53,0.115,0.215
7144,7,4.53,0.029,0.188
7145,6.56,4.25,0,0.168
7146,6.57,4.26,0,0.151
7147,6.57,4.26,0,0.153
7148,6.57,4.26,0,0.173
7149,6.57,4.26,0,0.192
7150,6.56,4.25,0,0.177
7151,6.14,4.09,0,0.123
7152,6.13,4.08,0,0.068
7153,6.14,4.09,0,0.038
7154,6.14,4.09,0,0.027
7155,6.14,4.09,0,0.022
7156,6.15,4.1,0,0.015
7157,5.93,4.02,0,0.014
7158,5.93,4.02,0,0.025
7159,5.93,4.02,0.087,0.054
7160,5.93,4.01,0.283,0.059
7161,5.92,4.01,0.487,0.09
7162,5.92,4.01,0.591,0.151
7163,7.09,4.63,0.635,0.178
7164,7.09,4.63,0.627,0.16
7165,7.09,4.63,0.57,0.133
7166,7.09,4.63,0.459,0.111
7167,7.09,4.62,0.293,0.101
7168,7.09,4.62,0.079,0.185
7169,6.63,4.28,0,0.309
7170,6.63,4.29,0,0.352
7171,6.63,4.29,0,0.328
7172,6.63,4.29,0,0.276
7173,6.63,4.29,0,0.223
7174,6.63,4.28,0,0.194
7175,6.16,4.09,0,0.179
7176,6.16,4.09,0,0.172
7177,6.16,4.09,0,0.172
7178,6.16,4.09,0,0.188
7179,6.16,4.1,0,0.211
7180,6.17,4.11,0,0.213
7181,6.17,4.11,0,0.201
7182,6.17,4.11,0,0.194
7183,6.17,4.11,0.093,0.186
7184,6.17,4.11,0.306,0.09
7185,6.17,4.11,0.482,0.044
7186,6.17,4.11,0.58,0.093
7187,6.17,4.1,0.624,0.121
7188,7.06,4.56,0.615,0.134
7189,7.06,4.56,0.559,0.14
7190,7.06,4.56,0.449,0.131
7191,7.06,4.56,0.285,0.085
7192,7.06,4.56,0.07,0.079
7193,7.06,4.56,0,0.135
7194,6.79,4.37,0,0.24
7195,6.79,4.38,0,0.337
7196,6.79,4.38,0,0.38
7197,6.79,4.38,0,0.391
7198,6.79,4.38,0,0.419
7199,6.79,4.37,0,0.455
7200,6.49,4.2,0,0.476
7201,6.48,4.19,0,0.454
7202,6.49,4.19,0,0.391
7203,6.49,4.2,0,0.328
7204,6.5,4.2,0,0.278
7205,6.5,4.2,0,0.283
7206,6.43,4.18,0,0.292
7207,6.43,4.18,0.007,0.281
7208,6.43,4.18,0.026,0.296
7209,6.43,4.18,0.047,0.253
7210,6.43,4.17,0.071,0.214
7211,6.42,4.17,0.096,0.202
7212,7.15,4.59,0.107,0.209
7213,7.15,4.59,0.114,0.206
7214,7.15,4.59,0.118,0.198
7215,7.15,4.59,0.078,0.177
7216,7.15,4.59,0.019,0.132
7217,7.15,4.59,0,0.114
7218,6.75,4.32,0,0.115
7219,6.76,4.33,0,0.138
7220,6.76,4.33,0,0.179
7221,6.76,4.33,0,0.209
7222,6.76,4.33,0,0.223
7223,6.75,4.32,0,0.218
7224,6.23,4.1,0,0.192
7225,6.23,4.1,0,0.159
7226,6.23,4.1,0,0.126
7227,6.23,4.1,0,0.103
7228,6.24,4.11,0,0.094
7229,6.24,4.11,0,0.092
7230,6.1,4.06,0,0.084
7231,6.09,4.05,0.004,0.068
7232,6.09,4.05,0.031,0.045
7233,6.09,4.05,0.074,0.036
7234,6.09,4.05,0.118,0.061
7235,6.08,4.04,0.158,0.112
7236,6.47,4.2,0.219,0.165
7237,6.47,4.2,0.33,0.202
7238,6.47,4.2,0.277,0.233
7239,6.47,4.2,0.139,0.25
7240,6.47,4.2,0.025,0.234
7241,6.47,4.2,0,0.296
7242,6.21,4.09,0,0.379
7243,6.22,4.09,0,0.442
7244,6.22,4.09,0,0.457
7245,6.22,4.1,0,0.442
7246,6.22,4.1,0,0.41
7247,6.2,4.08,0,0.395
7248,6.04,4.02,0,0.355
7249,6.03,4.02,0,0.302
7250,6.04,4.02,0,0.243
7251,6.04,4.02,0,0.21
7252,6.05,4.03,0,0.181
7253,6.05,4.04,0,0.177
7254,5.91,3.98,0,0.185
7255,5.9,3.98,0.007,0.183
7256,5.9,3.98,0.044,0.182
7257,5.9,3.97,0.181,0.174
7258,5.89,3.97,0.329,0.15
7259,5.89,3.97,0.429,0.127
7260,6.02,4.01,0.508,0.122
7261,6.02,4.01,0.509,0.136
7262,6.01,4.01,0.404,0.158
7263,6.01,4.01,0.243,0.177
7264,6.01,4.01,0.047,0.192
7265,6.01,4.01,0,0.244
7266,5.73,3.91,0,0.274
7267,5.74,3.91,0,0.275
7268,5.74,3.91,0,0.259
7269,5.74,3.92,0,0.22
7270,5.74,3.92,0,0.172
7271,5.73,3.9,0,0.13
7272,5.49,3.83,0,0.103
7273,5.49,3.83,0,0.09
7274,5.49,3.83,0,0.074
7275,5.49,3.83,0,0.053
7276,5.5,3.83,0,0.033
7277,5.5,3.83,0,0.024
7278,5.39,3.8,0,0.019
7279,5.39,3.8,0.026,0.021
7280,5.39,3.8,0.134,0.033
7281,5.39,3.79,0.284,0.095
7282,5.39,3.79,0.413,0.179
7283,5.39,3.79,0.45,0.183
7284,6.47,4.21,0.508,0.17
7285,6.47,4.21,0.535,0.153
7286,6.47,4.21,0.45,0.141
7287,6.48,4.21,0.276,0.129
7288,6.48,4.21,0.037,0.132
7289,6.48,4.22,0,0.164
7290,5.84,3.97,0,0.177
7291,5.84,3.97,0,0.179
7292,5.84,3.97,0,0.173
7293,5.84,3.97,0,0.167
7294,5.84,3.97,0,0.156
7295,5.83,3.96,0,0.156
7296,5.62,3.88,0,0.167
7297,5.62,3.88,0,0.188
7298,5.62,3.88,0,0.22
7299,5.62,3.89,0,0.259
7300,5.62,3.89,0,0.302
7301,5.62,3.89,0,0.361
7302,5.45,3.82,0,0.43
7303,5.45,3.82,0.091,0.472
7304,5.45,3.82,0.34,0.358
7305,5.45,3.81,0.524,0.584
7306,5.45,3.81,0.635,0.768
7307,5.45,3.81,0.687,0.781
7308,6.62,4.28,0.679,0.779
7309,6.62,4.28,0.619,0.788
7310,6.62,4.28,0.506,0.806
7311,6.62,4.28,0.331,0.794
7312,6.62,4.28,0.051,0.807
7313,6.62,4.29,0,0.835
7314,5.96,4.02,0,0.834
7315,5.96,4.02,0,0.829
7316,5.96,4.02,0,0.834
7317,5.96,4.02,0,0.82
7318,5.96,4.01,0,0.8
7319,5.96,4.01,0,0.763
7320,5.74,3.93,0,0.724
7321,5.74,3.93,0,0.679
7322,5.74,3.93,0,0.642
7323,5.74,3.93,0,0.558
7324,5.74,3.93,0,0.466
7325,5.74,3.93,0,0.386
7326,5.79,3.95,0,0.311
7327,5.79,3.95,0.004,0.276
7328,5.79,3.96,0.03,0.259
7329,5.79,3.96,0.094,0.236
7330,5.79,3.95,0.186,0.195
7331,5.79,3.96,0.246,0.171
7332,6.61,4.27,0.171,0.13
7333,6.61,4.27,0.085,0.082
7334,6.61,4.27,0.05,0.066
7335,6.61,4.27,0.035,0.131
7336,6.61,4.27,0.007,0.286
7337,6.61,4.27,0,0.449
7338,6.06,4.05,0,0.464
7339,6.06,4.05,0,0.419
7340,6.06,4.05,0,0.338
7341,6.06,4.05,0,0.278
7342,6.06,4.05,0,0.254
7343,6.06,4.05,0,0.249
7344,5.74,3.92,0,0.282
7345,5.74,3.92,0,0.37
7346,5.74,3.92,0,0.449
7347,5.74,3.92,0,0.53
7348,5.74,3.92,0,0.566
7349,5.74,3.93,0,0.558
7350,5.89,3.98,0,0.562
7351,5.89,3.98,0.013,0.54
7352,5.89,3.97,0.094,0.519
7353,5.88,3.97,0.324,0.588
7354,5.88,3.97,0.528,0.702
7355,5.88,3.97,0.583,0.782
7356,6.19,4.08,0.546,0.849
7357,6.19,4.08,0.435,0.887
7358,6.19,4.08,0.274,0.907
7359,6.19,4.08,0.106,0.916
7360,6.19,4.08,0.007,0.917
7361,6.19,4.08,0,0.907
7362,5.68,3.87,0,0.891
7363,5.69,3.88,0,0.861
7364,5.69,3.88,0,0.777
7365,5.69,3.88,0,0.763
7366,5.69,3.88,0,0.772
7367,5.68,3.87,0,0.761
7368,5.33,3.72,0,0.684
7369,5.34,3.72,0,0.58
7370,5.34,3.72,0,0.642
7371,5.34,3.73,0,0.766
7372,5.35,3.73,0,0.644
7373,5.34,3.73,0,0.509
7374,5.44,3.77,0,0.484
7375,5.44,3.77,0.004,0.464
7376,5.44,3.78,0.048,0.322
7377,5.44,3.77,0.125,0.235
7378,5.43,3.77,0.307,0.412
7379,5.43,3.77,0.471,0.415
7380,6.2,4.08,0.508,0.305
7381,6.2,4.08,0.503,0.223
7382,6.2,4.08,0.419,0.173
7383,6.2,4.08,0.246,0.131
7384,6.2,4.08,0.031,0.233
7385,6.2,4.08,0,0.472
7386,5.96,3.99,0,0.563
7387,5.97,3.99,0,0.525
7388,5.97,3.99,0,0.457
7389,5.97,3.99,0,0.364
7390,5.96,3.98,0,0.311
7391,5.96,3.98,0,0.289
7392,5.8,3.91,0,0.248
7393,5.8,3.91,0,0.18
7394,5.8,3.91,0,0.097
7395,5.8,3.91,0,0.053
7396,5.81,3.92,0,0.044
7397,5.81,3.91,0,0.063
7398,5.73,3.89,0,0.089
7399,5.73,3.89,0.004,0.066
7400,5.74,3.89,0.03,0.035
7401,5.73,3.88,0.049,0.027
7402,5.73,3.88,0.063,0.036
7403,5.73,3.88,0.065,0.076
7404,5.85,3.93,0.038,0.139
7405,5.85,3.93,0.028,0.195
7406,5.85,3.93,0.021,0.27
7407,5.85,3.93,0.016,0.333
7408,5.85,3.93,0,0.302
7409,5.85,3.93,0,0.231
7410,5.36,3.74,0,0.208
7411,5.36,3.74,0,0.245
7412,5.36,3.74,0,0.253
7413,5.36,3.74,0,0.328
7414,5.36,3.73,0,0.291
7415,5.35,3.73,0,0.28
7416,5.11,3.65,0,0.309
7417,5.11,3.65,0,0.342
7418,5.11,3.65,0,0.358
7419,5.11,3.65,0,0.349
7420,5.11,3.65,0,0.343
7421,5.11,3.65,0,0.323
7422,5.48,3.79,0,0.312
7423,5.48,3.79,0.032,0.315
7424,5.48,3.79,0.243,0.187
7425,5.47,3.79,0.45,0.104
7426,5.47,3.79,0.572,0.06
7427,5.47,3.79,0.617,0.049
7428,5.84,3.92,0.605,0.041
7429,5.84,3.92,0.515,0.036
7430,5.84,3.92,0.323,0.046
7431,5.84,3.92,0.098,0.1
7432,5.84,3.92,0.004,0.207
7433,5.84,3.92,0,0.283
7434,5.7,3.88,0,0.282
7435,5.71,3.88,0,0.211
7436,5.71,3.88,0,0.124
7437,5.71,3.88,0,0.066
7438,5.7,3.88,0,0.027
7439,5.7,3.87,0,0.014
7440,5.71,3.86,0,0.023
7441,5.71,3.86,0,0.042
7442,5.71,3.86,0,0.066
7443,5.72,3.86,0,0.093
7444,5.72,3.87,0,0.106
7445,5.72,3.86,0,0.118
7446,5.79,3.87,0,0.114
7447,5.79,3.87,0.014,0.084
7448,5.8,3.88,0.149,0.047
7449,5.79,3.87,0.345,0.024
7450,5.79,3.87,0.488,0.016
7451,5.79,3.87,0.552,0.035
7452,6.79,4.32,0.581,0.058
7453,6.79,4.32,0.541,0.078
7454,6.79,4.32,0.425,0.116
7455,6.79,4.33,0.24,0.172
7456,6.79,4.33,0.021,0.315
7457,6.79,4.33,0,0.46
7458,6.12,4.01,0,0.467
7459,6.12,4.01,0,0.425
7460,6.12,4.01,0,0.382
7461,6.12,4.01,0,0.337
7462,6.11,4,0,0.265
7463,6.11,4,0,0.188
7464,5.65,3.82,0,0.129
7465,5.65,3.83,0,0.103
7466,5.65,3.82,0,0.123
7467,5.66,3.83,0,0.164
7468,5.66,3.83,0,0.238
7469,5.66,3.83,0,0.295
7470,5.5,3.77,0,0.333
7471,5.5,3.77,0.002,0.367
7472,5.5,3.78,0.029,0.448
7473,5.5,3.77,0.071,0.488
7474,5.5,3.77,0.108,0.533
7475,5.5,3.77,0.151,0.585
7476,6.76,4.31,0.16,0.618
7477,6.76,4.31,0.104,0.607
7478,6.76,4.31,0.053,0.561
7479,6.76,4.31,0.021,0.505
7480,6.76,4.31,0,0.516
7481,6.76,4.31,0,0.486
7482,5.98,3.96,0,0.476
7483,5.98,3.96,0,0.519
7484,5.98,3.96,0,0.481
7485,5.98,3.96,0,0.452
7486,5.97,3.96,0,0.415
7487,5.97,3.95,0,0.355
7488,5.73,3.85,0,0.286
7489,5.74,3.86,0,0.264
7490,5.74,3.86,0,0.204
7491,5.74,3.86,0,0.122
7492,5.74,3.87,0,0.094
7493,5.74,3.86,0,0.051
7494,5.92,3.93,0,0.065
7495,5.92,3.93,0.004,0.078
7496,5.93,3.93,0.018,0.083
7497,5.92,3.92,0.021,0.112
7498,5.92,3.92,0.028,0.163
7499,5.92,3.92,0.04,0.233
7500,5.93,3.92,0.068,0.29
7501,5.92,3.92,0.098,0.32
7502,5.92,3.91,0.106,0.316
7503,5.93,3.92,0.064,0.32
7504,5.93,3.92,0.004,0.363
7505,5.93,3.92,0,0.382
7506,5.55,3.78,0,0.412
7507,5.55,3.78,0,0.41
7508,5.56,3.78,0,0.364
7509,5.55,3.78,0,0.323
7510,5.55,3.77,0,0.254
7511,5.55,3.77,0,0.186
7512,5.32,3.67,0,0.189
7513,5.33,3.68,0,0.194
7514,5.32,3.67,0,0.204
7515,5.32,3.67,0,0.214
7516,5.33,3.68,0,0.221
7517,5.33,3.68,0,0.219
7518,5.05,3.57,0,0.192
7519,5.05,3.56,0.003,0.158
7520,5.05,3.56,0.028,0.136
7521,5.05,3.56,0.059,0.147
7522,5.04,3.56,0.093,0.204
7523,5.04,3.56,0.111,0.251
7524,5.86,3.88,0.106,0.3
7525,5.86,3.88,0.089,0.343
7526,5.86,3.88,0.06,0.334
7527,5.86,3.88,0.026,0.326
7528,5.86,3.89,0,0.371
7529,5.86,3.89,0,0.425
7530,5.49,3.74,0,0.454
7531,5.5,3.74,0,0.488
7532,5.5,3.74,0,0.516
7533,5.5,3.74,0,0.501
7534,5.5,3.74,0,0.457
7535,5.49,3.73,0,0.413
7536,5.27,3.63,0,0.384
7537,5.27,3.64,0,0.346
7538,5.27,3.64,0,0.277
7539,5.28,3.64,0,0.175
7540,5.29,3.66,0,0.088
7541,5.29,3.66,0,0.041
7542,5.16,3.6,0,0.017
7543,5.16,3.6,0.023,0.008
7544,5.16,3.6,0.166,0.019
7545,5.15,3.6,0.352,0.108
7546,5.15,3.59,0.541,0.367
7547,5.15,3.59,0.607,0.578
7548,5.41,3.7,0.58,0.69
7549,5.41,3.7,0.532,0.737
7550,5.41,3.7,0.409,0.75
7551,5.41,3.71,0.197,0.727
7552,5.42,3.71,0.008,0.758
7553,5.42,3.71,0,0.731
7554,5.2,3.61,0,0.699
7555,5.2,3.61,0,0.672
7556,5.21,3.62,0,0.64
7557,5.2,3.61,0,0.624
7558,5.19,3.6,0,0.637
7559,5.18,3.59,0,0.625
7560,4.94,3.49,0,0.585
7561,4.95,3.49,0,0.488
7562,4.95,3.49,0,0.441
7563,4.95,3.5,0,0.352
7564,4.97,3.51,0,0.294
7565,4.97,3.51,0,0.263
7566,4.92,3.5,0,0.193
7567,4.92,3.5,0.002,0.086
7568,4.92,3.5,0.022,0.041
7569,4.91,3.49,0.042,0.02
7570,4.91,3.49,0.052,0.023
7571,4.91,3.49,0.053,0.043
7572,5.81,3.87,0.055,0.057
7573,5.81,3.87,0.026,0.053
7574,5.81,3.87,0.013,0.072
7575,5.81,3.87,0.002,0.076
7576,5.81,3.87,0,0.078
7577,5.81,3.87,0,0.118
7578,5.42,3.71,0,0.201
7579,5.42,3.71,0,0.234
7580,5.42,3.71,0,0.204
7581,5.42,3.71,0,0.202
7582,5.42,3.7,0,0.218
7583,5.41,3.7,0,0.198
7584,5.28,3.64,0,0.165
7585,5.28,3.64,0,0.122
7586,5.28,3.64,0,0.103
7587,5.28,3.65,0,0.097
7588,5.29,3.66,0,0.113
7589,5.29,3.66,0,0.123
7590,5.27,3.64,0,0.113
7591,5.27,3.64,0,0.08
7592,5.27,3.64,0.005,0.045
7593,5.26,3.63,0.014,0.027
7594,5.26,3.63,0.022,0.075
7595,5.26,3.63,0.024,0.22
7596,5.61,3.77,0.015,0.435
7597,5.61,3.78,0.017,0.592
7598,5.61,3.78,0.016,0.653
7599,5.61,3.78,0.003,0.668
7600,5.61,3.78,0,0.689
7601,5.61,3.78,0,0.712
7602,5.39,3.69,0,0.699
7603,5.4,3.69,0,0.674
7604,5.4,3.69,0,0.641
7605,5.4,3.69,0,0.618
7606,5.39,3.68,0,0.504
7607,5.38,3.68,0,0.364
7608,5.2,3.61,0,0.269
7609,5.2,3.62,0,0.212
7610,5.2,3.62,0,0.145
7611,5.2,3.62,0,0.067
7612,5.2,3.62,0,0.017
7613,5.2,3.62,0,0.006
7614,5.04,3.56,0,0.027
7615,5.04,3.56,0.019,0.058
7616,5.04,3.56,0.177,0.076
7617,5.04,3.56,0.363,0.106
7618,5.04,3.56,0.499,0.208
7619,5.04,3.56,0.506,0.289
7620,5.5,3.73,0.498,0.363
7621,5.5,3.73,0.477,0.395
7622,5.5,3.73,0.369,0.399
7623,5.5,3.73,0.189,0.381
7624,5.5,3.74,0.007,0.508
7625,5.5,3.74,0,0.594
7626,5.31,3.65,0,0.615
7627,5.31,3.65,0,0.61
7628,5.31,3.65,0,0.599
7629,5.31,3.65,0,0.594
7630,5.3,3.65,0,0.587
7631,5.3,3.65,0,0.578
7632,5.15,3.58,0,0.583
7633,5.16,3.58,0,0.593
7634,5.15,3.58,0,0.586
