ex07_plant_wind_availability_factor,ex07_demand1_value,ex07_demand2_value,ex08_pv,ex08_demand,ex15_cop,ex15_cop_minconversion,ex15_heatdemand,ex17_capacity
0.44,4.41,1.93,,,2.59,1.813,34,
0.63,4.65,3.33,,,2.59,1.813,31,
0.78,1.73,2.92,,,2.59,1.813,24,
0.27,2.35,2.72,,,2.59,1.813,18,
0.73,0.03,4.33,,,2.53,1.771,16,
0.62,2.6,4.18,,,2.53,1.771,17,
0.55,0.66,0.74,,,2.53,1.771,17,
0.86,1.18,3.82,,,2.53,1.771,19,
0.02,1.6,1.26,,,2.53,1.771,24,
0.4,1.63,0.88,,,2.53,1.771,34,
0.53,1.24,2.74,,,2.51,1.757,42,
0.25,4.5,4.95,,,2.51,1.757,41,
0.9,4.72,3.49,,,2.51,1.757,39,
0.63,2.54,3.56,,,2.51,1.757,36,
0.21,2.54,0.93,,,2.51,1.757,34,
0.73,1.18,2.12,,,2.51,1.757,32,
0.75,0.5,1.99,,,2.67,1.869,31,
0.41,0.61,4.71,,,2.67,1.869,30,
0.83,3.89,3.22,,,2.67,1.869,30,
0.54,1.39,2.94,,,2.67,1.869,31,
0.48,0.54,0.73,,,2.67,1.869,32,
0.94,3.02,4.33,,,2.67,1.869,33,
0.26,3.99,0.23,,,2.59,1.813,34,
0.66,4.09,3.21,,,2.59,1.813,35,
0.04,2.3,1.46,,,2.59,1.813,34,
0.82,1.58,0.72,,,2.59,1.813,31,
0.17,4.62,4.74,,,2.59,1.813,24,
0.82,2.64,3.84,,,2.59,1.813,18,
0.81,0.96,2.15,,,2.51,1.757,15,
0.01,4.8,0.54,,,2.51,1.757,16,
0.65,1.15,1.41,,,2.51,1.757,17,
0.57,2.51,4.42,,,2.51,1.757,18,
0.02,2.5,1.31,,,2.51,1.757,23,
0.59,4.69,1.86,,,2.51,1.757,33,
0.79,0.88,4.86,,,2.51,1.757,40,
0.59,0.75,4.09,,,2.51,1.757,39,
0.64,0.45,4.39,,,2.51,1.757,37,
0.99,4.93,4.23,,,2.51,1.757,34,
0.97,3.06,1.53,,,2.51,1.757,32,
0.6,3.87,3.93,,,2.51,1.757,30,
0.68,0.83,3.26,,,2.75,1.925,29,
0.55,3.77,1.16,,,2.75,1.925,28,
0.19,0.57,0.35,,,2.75,1.925,27,
0.86,1.46,3.31,,,2.75,1.925,28,
0.33,0.82,2.68,,,2.75,1.925,30,
0.7,4.93,1.28,,,2.75,1.925,32,
0.48,2.79,3.52,,,2.61,1.827,33,
0.5,4.98,3.06,,,2.61,1.827,33,
0.12,2.08,3.36,,,2.61,1.827,33,
0.57,2.57,2.84,,,2.61,1.827,30,
0.51,0.16,3.5,,,2.61,1.827,23,
0.77,3.2,2.71,,,2.61,1.827,18,
0.24,0.8,0.42,,,2.45,1.715,16,
0.36,2.3,1.28,,,2.45,1.715,18,
0.74,2.65,4.82,,,2.45,1.715,17,
0.77,1.3,2.91,,,2.45,1.715,20,
0.81,4.85,1.33,,,2.45,1.715,25,
0.98,2.02,4.58,,,2.45,1.715,36,
0.21,0.81,3.25,,,2.42,1.694,40,
0.77,4.06,2.97,,,2.42,1.694,38,
0.67,3.39,0.76,,,2.42,1.694,36,
0.84,4.3,4.99,,,2.42,1.694,33,
0.48,4.37,0.98,,,2.42,1.694,31,
0.52,0.62,4.59,,,2.42,1.694,30,
0.13,0,4.64,,,2.82,1.974,29,
0.2,1.66,1.46,,,2.82,1.974,28,
0.64,3.48,0.95,,,2.82,1.974,29,
0.73,2.65,2.28,,,2.82,1.974,29,
0.76,2.49,1.8,,,2.82,1.974,31,
0.18,2.69,4.62,,,2.82,1.974,33,
0.4,3.49,0.47,,,2.59,1.813,34,
0.42,3.06,0.13,,,2.59,1.813,34,
0.49,3.73,4.37,,,2.59,1.813,34,
0.92,4.13,4.56,,,2.59,1.813,31,
0.78,2.14,2.61,,,2.59,1.813,24,
0.73,2.75,4.08,,,2.59,1.813,18,
0.76,0.22,3.77,,,2.37,1.659,16,
0.5,2.63,0.22,,,2.37,1.659,17,
0.39,4.8,2.99,,,2.37,1.659,18,
0.1,0.33,4.08,,,2.37,1.659,20,
0.31,2.71,2.96,,,2.37,1.659,25,
0.58,1.88,3.49,,,2.37,1.659,35,
0.78,2.42,3.57,,,2.36,1.652,42,
0.56,3.95,3.6,,,2.36,1.652,41,
0.75,4.55,4.43,,,2.36,1.652,39,
0.29,1.49,0.53,,,2.36,1.652,36,
0.41,2.39,4.16,,,2.36,1.652,34,
0.75,0.08,1.15,,,2.36,1.652,32,
0.55,1.05,1.84,,,2.91,2.037,31,
0.81,1.8,0.35,,,2.91,2.037,30,
0.49,3.91,3.08,,,2.91,2.037,30,
0.23,1.35,4.19,,,2.91,2.037,31,
0.36,0.24,1.41,,,2.91,2.037,32,
0.54,0.69,4.09,,,2.91,2.037,34,
0.22,2.51,1.81,,,2.68,1.876,35,
0.29,3.22,3.63,,,2.68,1.876,36,
0.84,1.29,3.15,,,2.68,1.876,35,
0.7,3.11,3.31,,,2.68,1.876,32,
0.09,0.9,1.67,,,2.68,1.876,24,
0.85,0.53,2.86,,,2.68,1.876,18,
0.87,2.17,4.94,,,2.53,1.771,14,
0.6,3.32,1.6,,,2.53,1.771,15,
0.01,4.26,2.72,,,2.53,1.771,16,
0.73,3.91,3.8,,,2.53,1.771,18,
0.51,2.74,4.95,,,2.53,1.771,22,
0.8,2.17,1.88,,,2.53,1.771,31,
0.06,0.83,4.44,,,2.5,1.75,38,
0.88,4.02,2.97,,,2.5,1.75,37,
0.91,1.14,1.36,,,2.5,1.75,36,
0.76,2.95,0.35,,,2.5,1.75,33,
0.5,3.69,3.56,,,2.5,1.75,30,
0.73,3.74,2.7,,,2.5,1.75,28,
0.97,0.5,1.47,,,2.89,2.023,28,
0.61,1.21,0.59,,,2.89,2.023,27,
0.65,3.96,2.94,,,2.89,2.023,27,
0.16,3.28,2.45,,,2.89,2.023,28,
0.15,2.62,4.33,,,2.89,2.023,29,
0.42,3.98,0.79,,,2.89,2.023,30,
0.38,0.81,4.07,,,2.7,1.89,31,
0.14,1.56,2.76,,,2.7,1.89,32,
0.91,4.35,0.6,,,2.7,1.89,31,
0.79,1.95,1.01,,,2.7,1.89,28,
0.22,1.45,2.14,,,2.7,1.89,21,
0.43,2.1,0.01,,,2.7,1.89,16,
0.75,4.7,4.49,,,2.6,1.82,12,
0.26,4.65,1.86,,,2.6,1.82,13,
0.2,2.38,2.64,,,2.6,1.82,13,
0.07,2.53,3.35,,,2.6,1.82,15,
0.08,1.88,2.91,,,2.6,1.82,19,
0.37,4.57,4.8,,,2.6,1.82,28,
0.36,3.6,2.98,,,2.61,1.827,34,
0.1,1.58,3.76,,,2.61,1.827,34,
0.29,2.82,2.33,,,2.61,1.827,32,
0,0.93,0.17,,,2.61,1.827,29,
0.13,3.66,2.67,,,2.61,1.827,27,
0.91,1.49,4.55,,,2.61,1.827,25,
0.25,4.91,1.1,,,2.89,2.023,24,
0.79,0.34,3.53,,,2.89,2.023,24,
0.59,0.99,2.09,,,2.89,2.023,23,
0.81,4.77,2.59,,,2.89,2.023,24,
0.33,0.04,2.47,,,2.89,2.023,25,
0.88,0.51,3.66,,,2.89,2.023,26,
1,2.54,1.12,,,2.71,1.897,27,
0.54,2.09,3.29,,,2.71,1.897,28,
0.85,1.84,1.2,,,2.71,1.897,27,
0.83,2.72,2.54,,,2.71,1.897,25,
0.94,3.07,1.53,,,2.71,1.897,19,
0.6,1.95,3.67,,,2.71,1.897,14,
0.62,0.78,4.38,,,2.6,1.82,12,
0.73,2.2,1.88,,,2.6,1.82,12,
0.82,4.13,0.97,,,2.6,1.82,13,
0.14,1.77,4.64,,,2.6,1.82,14,
0.47,0.15,4.9,,,2.6,1.82,19,
0.64,2.27,0.48,,,2.6,1.82,27,
0.18,2.75,3.4,,,2.59,1.813,34,
0.6,4.97,0.58,,,2.59,1.813,33,
0.19,3.19,2.91,,,2.59,1.813,31,
0.44,3.58,2.89,,,2.59,1.813,28,
0.18,1.01,4.33,,,2.59,1.813,26,
0.05,2.64,1.33,,,2.59,1.813,24,
0.36,4.34,0.84,,,2.83,1.981,23,
0.2,3.07,3.44,,,2.83,1.981,23,
0.21,0.71,3.54,,,2.83,1.981,22,
0.71,1.7,0.43,,,2.83,1.981,23,
0.25,3.12,3.03,,,2.83,1.981,24,
1,0.69,1.98,,,2.83,1.981,25,
0.21,2.21,2.78,,,2.69,1.883,26,
0.14,0.13,2,,,2.69,1.883,27,
0.2,3.9,0.45,,,2.69,1.883,27,
0.46,0.85,1.43,,,2.69,1.883,24,
0.95,0.82,1.51,,,2.69,1.883,18,
0.21,2.08,4.18,,,2.69,1.883,13,
0.1,4.17,4.58,,,2.61,1.827,15,
0.35,3.8,4.13,,,2.61,1.827,16,
0.37,3.12,4.15,,,2.61,1.827,16,
0.95,2.72,4.72,,,2.61,1.827,18,
0.93,4.28,2.09,,,2.61,1.827,22,
0.35,0.41,2.91,,,2.61,1.827,31,
0.33,2.62,3.73,,,2.55,1.785,39,
0.01,0.19,1.15,,,2.55,1.785,38,
0.31,1.43,0.46,,,2.55,1.785,36,
0.66,4.05,1.4,,,2.55,1.785,33,
0.02,1.62,4.18,,,2.55,1.785,31,
0.73,0.07,3.2,,,2.55,1.785,29,
0.9,1.41,4.05,,,2.55,1.785,28,
0.24,1.51,2.36,,,2.55,1.785,28,
0.14,4.2,0.27,,,2.55,1.785,28,
0.18,0.64,2.62,,,2.55,1.785,28,
0.87,1.17,2.74,,,2.55,1.785,29,
0.79,4.74,4.75,,,2.55,1.785,31,
0.69,4.47,2.18,,,2.46,1.722,32,
0.65,3.2,0.46,,,2.46,1.722,32,
0.73,0.52,1.97,,,2.46,1.722,31,
0.97,3.41,3.59,,,2.46,1.722,29,
0.01,2.98,0.76,,,2.46,1.722,22,
0.47,0.99,3.62,,,2.46,1.722,16,
0.26,4.35,0.72,,,2.4,1.68,19,
0.94,0.35,4.55,,,2.4,1.68,19,
0.77,4.42,1.04,,,2.4,1.68,20,
0.67,4.15,2.37,,,2.4,1.68,22,
0.26,3.52,0.78,,,2.4,1.68,27,
0.61,2.91,2.16,,,2.4,1.68,38,
0.06,4.07,4.55,,,2.41,1.687,45,
0.1,0.83,2.1,,,2.41,1.687,43,
0.7,4.97,4.83,,,2.41,1.687,42,
0.74,0.95,0.84,,,2.41,1.687,39,
0.48,3.04,1.25,,,2.41,1.687,36,
0.41,2.01,2.24,,,2.41,1.687,35,
0.94,1.21,0.89,,,2.57,1.799,34,
0.09,0.42,3.84,,,2.57,1.799,33,
0.38,2.19,2.56,,,2.57,1.799,32,
0.52,0.15,0.84,,,2.57,1.799,33,
0.38,1.18,1.83,,,2.57,1.799,35,
0.79,4.4,4.77,,,2.57,1.799,37,
0.4,4.62,3.73,,,2.45,1.715,38,
0.64,3.06,1.39,,,2.45,1.715,38,
0,0.31,1.11,,,2.45,1.715,37,
0.67,2.26,1.29,,,2.45,1.715,34,
0.14,4.68,0.57,,,2.45,1.715,27,
0.81,0.76,0.98,,,2.45,1.715,21,
0,2.52,2.9,,,2.37,1.659,21,
0.66,0.54,4.32,,,2.37,1.659,23,
0.27,2.67,4,,,2.37,1.659,22,
0.42,3.48,4.22,,,2.37,1.659,25,
0.26,4.81,2.36,,,2.37,1.659,31,
0.36,4.34,4.18,,,2.37,1.659,43,
0.64,1.67,2.56,,,2.31,1.617,47,
0.31,0.31,0.18,,,2.31,1.617,45,
0.83,3.7,2.77,,,2.31,1.617,43,
0.96,2.84,1.64,,,2.31,1.617,41,
0.73,3.26,2.99,,,2.31,1.617,38,
0.4,4.18,2.78,,,2.31,1.617,37,
0.79,4.88,0.06,,,2.74,1.918,36,
0.36,3.62,0.87,,,2.74,1.918,35,
0.49,0.93,3.23,,,2.74,1.918,36,
0.67,3.31,3.09,,,2.74,1.918,37,
0.42,2.18,2.58,,,2.74,1.918,39,
0.11,3.18,3.74,,,2.74,1.918,41,
0.32,3.98,2.43,,,2.48,1.736,42,
0.59,0.82,1.26,,,2.48,1.736,42,
0.07,3.55,1.94,,,2.48,1.736,41,
0.81,0.68,3.97,,,2.48,1.736,37,
0.47,1.02,1.87,,,2.48,1.736,30,
0.66,4.49,1.25,,,2.48,1.736,23,
0.61,0.62,0.61,,,2.41,1.687,17,
0.47,1.76,1.08,,,2.41,1.687,18,
0.55,1.25,2.01,,,2.41,1.687,19,
0.4,0.2,1.39,,,2.41,1.687,21,
0.33,3.65,3.49,,,2.41,1.687,26,
0.93,2.76,4.54,,,2.41,1.687,36,
0.06,2.3,2.8,,,2.44,1.708,43,
0.18,4.9,1.45,,,2.44,1.708,43,
0.37,1.28,2.07,,,2.44,1.708,40,
0.37,4.8,4.91,,,2.44,1.708,38,
0.4,3.94,0.42,,,2.44,1.708,35,
0.92,0.18,3.25,,,2.44,1.708,33,
0.54,1.4,3.17,,,2.98,2.086,32,
0.7,1.84,3.64,,,2.98,2.086,32,
0.64,2.74,2.06,,,2.98,2.086,32,
0.52,2.05,1.01,,,2.98,2.086,32,
0.08,0.66,1.18,,,2.98,2.086,34,
0.5,0.17,1,,,2.98,2.086,35,
0.38,2.06,0.01,,,2.74,1.918,36,
0.95,0.49,4.57,,,2.74,1.918,37,
0.88,0.6,1.94,,,2.74,1.918,36,
0.37,0.48,4.73,,,2.74,1.918,33,
0.86,0.21,2.27,,,2.74,1.918,25,
0.56,3.33,1.19,,,2.74,1.918,19,
0.3,0.93,0.87,,,2.62,1.834,13,
0.34,1.39,3.04,,,2.62,1.834,14,
0.23,2.73,4.93,,,2.62,1.834,14,
0.13,2.94,4.8,,,2.62,1.834,16,
0.91,0.77,2.74,,,2.62,1.834,20,
0.56,4.41,3.18,,,2.62,1.834,29,
0.74,2.56,4.43,,,2.62,1.834,35,
0.55,0.92,2.86,,,2.62,1.834,35,
0.28,1.45,2.72,,,2.62,1.834,33,
0.18,2.11,2.19,,,2.62,1.834,30,
0.72,4.49,4.82,,,2.62,1.834,28,
0.95,3.63,0.19,,,2.62,1.834,26,
0.62,3.49,2.51,,,2.94,2.058,25,
0.82,1.28,2.95,,,2.94,2.058,25,
0.92,0.41,0.47,,,2.94,2.058,25,
0.71,0.64,3.02,,,2.94,2.058,25,
0.33,2.43,3.33,,,2.94,2.058,26,
0.42,2.21,4.21,,,2.94,2.058,28,
0.6,0.71,0.42,,,2.73,1.911,28,
0.49,3.95,2.51,,,2.73,1.911,29,
0.66,3.58,0.15,,,2.73,1.911,29,
0.27,0.54,1.67,,,2.73,1.911,26,
0.77,4.27,3.41,,,2.73,1.911,20,
0.48,4.02,0.16,,,2.73,1.911,15,
0.57,4.69,0.24,,,2.58,1.806,11,
0.39,3.45,2.89,,,2.58,1.806,12,
0.29,2.98,4.32,,,2.58,1.806,12,
0.14,3.16,3.43,,,2.58,1.806,14,
0.27,2.58,3.66,,,2.58,1.806,18,
0.84,1.23,0.71,,,2.58,1.806,27,
0.89,4.49,1.97,,,2.54,1.778,33,
0.84,3.44,0.39,,,2.54,1.778,33,
0.6,3.38,3.64,,,2.54,1.778,30,
0.42,0.24,1.59,,,2.54,1.778,28,
0.63,1.01,1.45,,,2.54,1.778,26,
0.38,2.56,3.83,,,2.54,1.778,24,
0.14,1.9,3.1,,,2.94,2.058,23,
0.58,2.53,2.59,,,2.94,2.058,22,
0.18,4.73,4.01,,,2.94,2.058,22,
0.67,1.4,2.68,,,2.94,2.058,22,
0.25,3.39,1.71,,,2.94,2.058,23,
0.26,0.71,0.1,,,2.94,2.058,24,
0.92,4.92,1.59,,,2.74,1.918,25,
0.44,0.31,1.74,,,2.74,1.918,27,
0.18,1.76,0.1,,,2.74,1.918,26,
0.87,4.66,0.9,,,2.74,1.918,24,
0.34,2.92,1,,,2.74,1.918,18,
0.87,0.78,4.45,,,2.74,1.918,13,
0.04,2.64,1.81,,,2.57,1.799,11,
0,3.22,0.27,,,2.57,1.799,11,
0.92,3.5,3.16,,,2.57,1.799,12,
0.25,4.61,0.43,,,2.57,1.799,13,
0.75,2.71,0.37,,,2.57,1.799,18,
0.5,1.9,2.52,,,2.57,1.799,26,
0.29,0.58,4.28,,,2.56,1.792,32,
0.88,3.46,3.23,,,2.56,1.792,31,
0.01,1.53,2.75,,,2.56,1.792,29,
0.19,1.93,0.05,,,2.56,1.792,27,
0.78,3.07,2.31,,,2.56,1.792,24,
0.43,3.83,3.34,,,2.56,1.792,23,
0.45,2.34,2.05,,,2.93,2.051,22,
0.23,3.01,1.61,,,2.93,2.051,21,
0.36,2.6,2.42,,,2.93,2.051,21,
0.76,1.68,4.01,,,2.93,2.051,21,
0.5,2.52,4.91,,,2.93,2.051,22,
0.75,3.19,3.62,,,2.93,2.051,23,
0.45,0.38,3.01,,,2.73,1.911,24,
0.12,3.75,4.79,,,2.73,1.911,25,
0.61,3.34,0.05,,,2.73,1.911,25,
0.49,0.42,2.46,,,2.73,1.911,23,
0.82,4.72,3.09,,,2.73,1.911,17,
0.84,2.37,0.06,,,2.73,1.911,12,
0.81,4.28,2.08,,,2.64,1.848,10,
0.72,2.42,4.28,,,2.64,1.848,11,
0.46,2.9,2.94,,,2.64,1.848,11,
0.07,2.23,3.9,,,2.64,1.848,12,
1,1.15,3.95,,,2.64,1.848,16,
0.15,3.62,1.42,,,2.64,1.848,24,
0.45,1.74,2.21,,,2.58,1.806,30,
0.63,4.54,2.34,,,2.58,1.806,30,
0.18,1.01,0.47,,,2.58,1.806,28,
0.15,0.44,3.83,,,2.58,1.806,25,
0.92,4.19,4.86,,,2.58,1.806,23,
0.47,1.65,1.08,,,2.58,1.806,22,
0.53,0.84,4.4,,,2.96,2.072,21,
0.3,0.39,3.52,,,2.96,2.072,20,
0.77,1.59,0.88,,,2.96,2.072,20,
0.09,3.57,0.37,,,2.96,2.072,20,
0.05,0.65,1.52,,,2.96,2.072,21,
0.32,1.21,1.74,,,2.96,2.072,22,
0,4.72,4.41,,,2.71,1.897,23,
0.63,4.04,0.22,,,2.71,1.897,24,
0.83,2.99,0.44,,,2.71,1.897,24,
0.5,1.75,3.71,,,2.71,1.897,22,
0.46,4.78,3.36,,,2.71,1.897,17,
0.64,1.89,1.4,,,2.71,1.897,12,
0.73,1.5,0.21,,,2.54,1.778,11,
0.39,0.06,2.93,,,2.54,1.778,11,
0.65,3.75,2.49,,,2.54,1.778,12,
0.42,3.02,3.6,,,2.54,1.778,13,
0.22,4.86,3.11,,,2.54,1.778,17,
0.99,2.3,2.59,,,2.54,1.778,26,
0.5,3.15,0.99,,,2.51,1.757,32,
0.15,4.59,2.56,,,2.51,1.757,31,
0.68,1.58,4.17,,,2.51,1.757,29,
0.79,4.99,3.48,,,2.51,1.757,26,
1,0.08,3.09,,,2.51,1.757,24,
0.3,4.47,4.42,,,2.51,1.757,23,
0.89,2.34,3.35,,,2.95,2.065,22,
0.17,4.72,2.21,,,2.95,2.065,21,
0.17,1.32,1.49,,,2.95,2.065,20,
0.3,1.14,2.29,,,2.95,2.065,20,
0.26,3.33,1.25,,,2.95,2.065,21,
0.55,1.25,2.8,,,2.95,2.065,23,
0.35,1.49,0.32,,,2.7,1.89,24,
0.46,4.56,4.53,,,2.7,1.89,25,
0.01,3.88,3.31,,,2.7,1.89,25,
0.85,4.46,1.2,,,2.7,1.89,23,
0.24,4.05,3.91,,,2.7,1.89,18,
0.87,1,4.84,,,2.7,1.89,13,
0.35,1.66,4.58,,,2.53,1.771,11,
0.49,1.49,3.21,,,2.53,1.771,12,
0.26,4.85,0.18,,,2.53,1.771,12,
0.09,2.82,2.07,,,2.53,1.771,14,
0.69,3.68,4.49,,,2.53,1.771,19,
0.35,4.25,0.99,,,2.53,1.771,29,
0.45,2.18,2.69,,,2.5,1.75,31,
0.85,3.67,2.5,,,2.5,1.75,31,
0.11,2.98,4.54,,,2.5,1.75,28,
0.43,0.79,2.41,,,2.5,1.75,26,
0.65,3.95,3.68,,,2.5,1.75,24,
0.4,4.45,4.4,,,2.5,1.75,22,
0.91,2.68,0.93,,,2.99,2.093,21,
0.37,4.87,0.32,,,2.99,2.093,21,
0.31,0.35,3.32,,,2.99,2.093,21,
0.5,2.97,2.74,,,2.99,2.093,21,
0.97,4.58,4.72,,,2.99,2.093,22,
0.81,4.63,1.65,,,2.99,2.093,23,
0.33,0.53,2.74,,,2.71,1.897,25,
0.76,4.51,3.79,,,2.71,1.897,26,
0.43,1.89,3.66,,,2.71,1.897,26,
0.86,4.16,4.18,,,2.71,1.897,24,
0.18,1.58,3.33,,,2.71,1.897,18,
0.17,2.48,4.85,,,2.71,1.897,13,
0.87,0.07,1.32,,,2.52,1.764,11,
0,4.54,3.88,,,2.52,1.764,12,
0.75,3.9,3.28,,,2.52,1.764,12,
0.89,4.63,0.64,,,2.52,1.764,14,
0.15,2.81,0.75,,,2.52,1.764,19,
0.73,0.62,2.68,,,2.52,1.764,28,
0.08,0.21,3.66,,,2.48,1.736,34,
0.54,4.02,4.98,,,2.48,1.736,34,
0.41,2.19,1.13,,,2.48,1.736,31,
0.75,3.84,2.33,,,2.48,1.736,28,
0.52,1.34,1.45,,,2.48,1.736,26,
0.39,0.14,3.74,,,2.48,1.736,24,
0.93,3.84,0.08,,,2.98,2.086,23,
0.91,0.39,3.5,,,2.98,2.086,22,
0.16,0.7,1.48,,,2.98,2.086,22,
0.8,3.64,3.54,,,2.98,2.086,22,
0.71,0.65,0.89,,,2.98,2.086,23,
0.59,4.75,2.16,,,2.98,2.086,25,
0.47,3.67,3.4,,,2.71,1.897,26,
0.67,1.2,1.28,,,2.71,1.897,27,
0.53,0.61,2.84,,,2.71,1.897,27,
0.29,2.4,1.87,,,2.71,1.897,25,
0.85,1.01,4.8,,,2.71,1.897,19,
0.44,4.02,0.84,,,2.71,1.897,13,
0.71,2.89,0.78,,,2.58,1.806,10,
0.51,0.7,4.5,,,2.58,1.806,11,
0.67,2.29,1,,,2.58,1.806,11,
0.43,3.6,3.49,,,2.58,1.806,13,
0.78,1.53,1.27,,,2.58,1.806,17,
0.09,2.88,0.29,,,2.58,1.806,25,
0.05,2.59,3.21,,,2.58,1.806,31,
0.72,4.08,2.9,,,2.58,1.806,30,
0.85,1.3,3.73,,,2.58,1.806,28,
0.38,3.83,1.27,,,2.58,1.806,26,
0.82,2.76,0.02,,,2.58,1.806,23,
0.86,0.5,3.01,,,2.58,1.806,22,
0.51,2.85,1.41,,,3,2.1,21,
0.55,4.75,2.26,,,3,2.1,20,
0.48,0.17,3.25,,,3,2.1,20,
0.76,3.99,1.77,,,3,2.1,20,
0.93,0.67,2.17,,,3,2.1,21,
0.22,1.55,2.58,,,3,2.1,22,
0.02,0.63,4.72,,,2.82,1.974,23,
0.78,4.95,4.67,,,2.82,1.974,24,
0.47,3.66,3.57,,,2.82,1.974,24,
0.38,1.22,0.1,,,2.82,1.974,22,
0.05,0.02,2.06,,,2.82,1.974,17,
0.5,2.62,2.32,,,2.82,1.974,12,
0.2,1.04,0.7,,,2.69,1.883,9,
0.49,1.34,2.95,,,2.69,1.883,9,
0.45,4.2,3.62,,,2.69,1.883,10,
0.92,1.91,3.27,,,2.69,1.883,11,
0.22,3.67,1.58,,,2.69,1.883,15,
0.85,0.46,0.32,,,2.69,1.883,22,
0.46,0.43,0.19,,,2.67,1.869,27,
0.33,4.43,1.19,,,2.67,1.869,27,
0.16,3.62,1.77,,,2.67,1.869,24,
0.78,1.41,0.58,,,2.67,1.869,23,
0.73,4.14,4.8,,,2.67,1.869,21,
0.89,3.89,3.74,,,2.67,1.869,19,
0.5,4.4,2.62,,,2.99,2.093,18,
0.34,3.66,4.91,,,2.99,2.093,18,
0.16,2.19,0.73,,,2.99,2.093,17,
0.62,4.87,3.89,,,2.99,2.093,18,
0.11,3.06,0.79,,,2.99,2.093,18,
0.98,3.31,4.26,,,2.99,2.093,19,
0.88,1.5,3.99,,,2.78,1.946,20,
0.3,3.99,1.77,,,2.78,1.946,21,
0.72,4.3,2.11,,,2.78,1.946,21,
0.31,3.02,2.42,,,2.78,1.946,19,
0.76,1.75,0.27,,,2.78,1.946,15,
0.32,1.45,3.68,,,2.78,1.946,10,
0.09,2.33,2.46,,,2.65,1.855,9,
0.13,0.34,4.89,,,2.65,1.855,9,
0.11,1.88,0.53,,,2.65,1.855,10,
0.06,4.63,0.37,,,2.65,1.855,11,
0.96,4.12,0.77,,,2.65,1.855,15,
0.24,3.1,3.02,,,2.65,1.855,22,
0.21,0.72,3.32,,,2.66,1.862,27,
0.51,0.78,3.94,,,2.66,1.862,27,
0.04,2.65,0.03,,,2.66,1.862,24,
0.95,3.77,3.65,,,2.66,1.862,23,
0.46,1.75,4.69,,,2.66,1.862,21,
0.32,3.29,3.18,,,2.66,1.862,19,
0.72,4.82,1.84,,,2.91,2.037,18,
0.16,0.77,2.59,,,2.91,2.037,18,
0.4,1.11,4.53,,,2.91,2.037,17,
0.06,0.05,3.53,,,2.91,2.037,18,
0.11,1.12,0.36,,,2.91,2.037,18,
0.15,3.72,2.37,,,2.91,2.037,19,
0.16,4.53,4.11,,,2.76,1.932,20,
0.09,3.27,2.93,,,2.76,1.932,21,
0.56,0.9,3.9,,,2.76,1.932,21,
0.54,4.25,2.65,,,2.76,1.932,19,
0.31,1.4,1.16,,,2.76,1.932,15,
0,2.74,4,,,2.76,1.932,10,
0.01,4.65,3.15,,,2.61,1.827,13,
0.6,4.9,0.95,,,2.61,1.827,14,
0.19,2.04,0.23,,,2.61,1.827,14,
0.84,1.87,0.05,,,2.61,1.827,16,
0.97,1.4,2.31,,,2.61,1.827,20,
0.85,3.23,3.7,,,2.61,1.827,28,
0.53,1.43,4.65,,,2.5,1.75,35,
0.7,4.46,1.59,,,2.5,1.75,35,
0.97,3.88,1.8,,,2.5,1.75,33,
0.29,3.03,2.87,,,2.5,1.75,30,
0.43,0.55,0.06,,,2.5,1.75,28,
0.32,4.12,0.48,,,2.5,1.75,26,
0.56,2.03,1.07,,,2.66,1.862,25,
0.6,2.03,0.81,,,2.66,1.862,25,
0.89,1.06,4.04,,,2.66,1.862,25,
0.79,1.27,2.48,,,2.66,1.862,25,
0.14,2.91,0.75,,,2.66,1.862,26,
0.26,4.44,3.73,,,2.66,1.862,27,
0.9,3.23,2.72,,,2.46,1.722,28,
0.93,0.45,1.96,,,2.46,1.722,29,
0.18,1.95,0.2,,,2.46,1.722,28,
0.68,0.37,2.03,,,2.46,1.722,26,
0.74,2.7,2.01,,,2.46,1.722,20,
0.74,4.74,1.78,,,2.46,1.722,15,
0.45,3.94,3.91,,,2.32,1.624,18,
0.78,1.57,1.17,,,2.32,1.624,19,
0.8,0.22,3.83,,,2.32,1.624,19,
0.52,2.78,0.37,,,2.32,1.624,21,
0.39,3.43,3.57,,,2.32,1.624,27,
0.42,2.55,3.74,,,2.32,1.624,37,
0.75,2.14,4.59,,,2.27,1.589,44,
0.76,4.23,0.31,,,2.27,1.589,42,
0.47,2.29,1.37,,,2.27,1.589,40,
0.65,0.67,1.85,,,2.27,1.589,38,
0.67,2.18,2.72,,,2.27,1.589,35,
0.78,3.07,0.89,,,2.27,1.589,34,
0.22,1.47,0.86,,,2.74,1.918,33,
0.47,3.43,0.04,,,2.74,1.918,31,
0.44,4.4,4.37,,,2.74,1.918,31,
0.46,2.83,2.12,,,2.74,1.918,32,
0.53,1.78,2.24,,,2.74,1.918,34,
0.29,4.43,1.73,,,2.74,1.918,36,
0.65,2.53,2.5,,,2.51,1.757,37,
0.8,4.3,1.97,,,2.51,1.757,37,
0.85,2.94,2.43,,,2.51,1.757,36,
0.77,3.98,3.51,,,2.51,1.757,33,
0.83,3.72,2.96,,,2.51,1.757,26,
0.01,0.76,3.42,,,2.51,1.757,20,
0.39,0.39,3.3,,,2.35,1.645,20,
0.02,1.1,4.1,,,2.35,1.645,22,
